id,title,author,publisher,pubplace,keywords,date
A50793,The Mayor of Quinborough as it hath often acted with much applause at Black-Fryars by His Majesties servants / written by Tho. Middleton.,"Middleton, Thomas, d. 1627.",Printed for Henry Herringman,London,No Keywords,1661
A59978,"Eisagōgē, sive, Introductorium Anglo-Latino-Græcum complectens Colloquia familiaria, Æsopi Fabulas et Luciani selectiores Mortuorum dialogos / in usum scholarum per J. Sh.","Lucian, of Samosata. Dialogues of the dead.; Shirley, James, 1596-1666.",Typis J G prostant venales apud Johannem Crook,Londini,Latin language --  Conversation and phrase books. -- Greek language --  Conversation and phrase books.,1636
A53061,"Poems, and fancies written by the Right Honourable, the Lady Margaret Newcastle.","Newcastle, Margaret Cavendish, Duchess of, 1624?-1674.",Printed by T R for J Martin and J Allestrye,London,No Keywords,1653
A53057,"Philosophicall fancies. Written by the Right Honourable, the Lady Newcastle.","Newcastle, Margaret Cavendish, Duchess of, 1624?-1674.",Printed by Tho Roycroft for J Martin and J Allestrye at the Bell in St Pauls Church yard,London,"Conduct of life --  Early works to 1800. -- Mind and body --  Early works to 1800. -- Knowledge, Theory of --  Early works to 1800. -- Good and evil --  Early works to 1800. -- Virtue --  Early works to 1800.",1653
A53049,"Observations upon experimental philosophy to which is added The description of a new blazing world / written by the thrice noble, illustrious, and excellent princesse, the Duchess of Newcastle.","Newcastle, Margaret Cavendish, Duchess of, 1624?-1674.",Printed by A Maxwell,London,"Philosophy, English --  17th century. -- Voyages, Imaginary.",1666
A53045,Ground of natural philosophy divided into thirteen parts : with an appendix containing five parts / written by the ... Dvchess of Newcastle.,"Newcastle, Margaret Cavendish, Duchess of, 1624?-1674.",Printed by A Maxwell,London,Science --  Early works to 1800.,1668
A50787,"Any thing for a quiet life a comedy, formerly acted at Black-Fryers, by His late Majesties servants ... / written by Tho. Middleton, Gent.","Middleton, Thomas, d. 1627.",Printed by Tho Johnson for Francis Kirkman and Henry Marsh,London,No Keywords,1662
A50799,"Two new playes ... written by Tho. Middleton, Gent.","Middleton, Thomas, d. 1627.",Printed for Humphrey Moseley and are to be sold at his shop,London,No Keywords,1657
A50795,"No wit, [no] help like a womans a comedy / by Tho. Middleton, Gent.","Middleton, Thomas, d. 1627.",Printed for Humphrey Moseley,London,No Keywords,1657
A53065,"The worlds olio written by the Right Honorable, the Lady Margaret Newcastle.","Newcastle, Margaret Cavendish, Duchess of, 1624?-1674.",Printed for J Martin and J Allestrye,London,No Keywords,1655
A53069,"An answer of the Right Honourable Earle of Newcastle, his excellency &c. to the six groundless aspersions cast upon him by the Lord Fairefax in his late warrant (here inserted) bearing date Feb. 2, 1642 by the Earl himselfe.","Fairfax, Ferdinando Fairfax, Baron, 1584-1648.; Newcastle, William Cavendish, Duke of, 1592-1676.",Printed at Oxford and reprinted at Shrewsbury,Shrewsbury,"Great Britain --  History --  Civil War, 1642-1649 --  Sources.",1642
A53051,Orations of divers sorts accommodated to divers places written by the Lady Marchioness of Newcastle.,"Newcastle, Margaret Cavendish, Duchess of, 1624?-1674.",s n,London,Great Britain --  Politics and government --  1660-1688.,1662
A59981,"The grateful servant a comedy : as it was presented with good applause in the private house in Drury-Lane by Her Majesties servants / written by James Shirley, Gent.","Shirley, James, 1596-1666.",Printed for William Leake,London,No Keywords,1660
A50800,"An appendix to the history of the Church of Scotland containing the succession of the archbishops and bishops in their several sees from the reformation of the religion until the year 1676, as also the several orders of monks and friers &c. in Scotland before the Reformation : with the foundation of the universities and colledges, their benefactours, principals, professours of divinity and present masters : and an account of the government, laws and constitution of the Kingdom.","Middleton, Thomas, 17th cent.",Printed by E Flesher for R Royston,London,Universities and colleges --  Scotland. -- Scotland --  Church history. -- Scotland --  History.,1677
A53067,"The answer of His Excellency the Earle of Newcastle, to a late declaration of the Lord Fairefax dated the 8. of June, 1643.","Newcastle, William Cavendish, Duke of, 1592-1676.",by Stephen Bulkley,Printed at York,"Fairfax, Ferdinando Fairfax, --  Baron, 1584-1648 --  Early works to 1800. -- Great Britain --  History --  Civil War, 1642-1649 --  Sources --  Early works to 1800.",1643
A50789,"The changeling as it was acted (with great applause) at the Privat house in Drury-Lane, and Salisbury Court / written by Thomas Midleton, and William Rowley, Gent.","Rowley, William, 1585?-1642?; Middleton, Thomas, d. 1627.",Printed for Humphrey Moseley,London,No Keywords,1653
A59977,"Cupid and death a private entertainment, represented with scenes & musick, vocall & instrumentall. Writen by J.S.","Shirley, James, 1596-1666.",printed for John Crooke and John Playford and are to be sold at their shops in St Paul s Church yard and in the Inner Temple,London,No Keywords,1659
A50792,"The counterfeit bridegroom, or, The defeated widow a comedy, as it is acted at His Royal Highness the Duke's Theatre.","Betterton, Thomas, 1635?-1710.; Behn, Aphra, 1640-1689.; Middleton, Thomas, d. 1627.",Printed for Langley Curtiss,London,No Keywords,1677
A53046,"The life of the thrice noble, high and puissant prince William Cavendishe, Duke, Marquess and Earl of Newcastle ... written by the thrice noble, illustrious and excellent princess, Margaret, Duchess of Newcastle, his wife.","Newcastle, Margaret Cavendish, Duchess of, 1624?-1674.",Printed by A Maxwell,London,"Newcastle, William Cavendish, --  Duke of, 1592-1676.",1667
A53058,"Philosophical letters, or, Modest reflections upon some opinions in natural philosophy maintained by several famous and learned authors of this age, expressed by way of letters / by the thrice noble, illustrious, and excellent princess the Lady Marchioness of Newcastle.","Newcastle, Margaret Cavendish, Duchess of, 1624?-1674.",s n,London,"Newcastle, William Cavendish, --  Duke of, 1592-1676. -- Philosophy.",1664
A59988,"Narcissus, or, The self-lover by James Shirley.","Shirley, James, 1596-1666.",Printed for Humphrey Moseley and are to be sold at his shop,London,No Keywords,1646
A53070,"The country captaine and the Varietie, two comedies written by a person of honor ; lately presented by His Majesties servants at the Black-Fryars.","Newcastle, William Cavendish, Duke of, 1592-1676. Varietie.; Newcastle, William Cavendish, Duke of, 1592-1676.",Printed for Hum Robinson and Hum Hoseley,London,No Keywords,1649
A53048,"Natures picture drawn by fancies pencil to the life being several feigned stories, comical, tragical, tragi-comical, poetical, romanicical, philosophical, historical, and moral : some in verse, some in prose, some mixt, and some by dialogues / written by ... the Duchess of Newcastle.","Newcastle, Margaret Cavendish, Duchess of, 1624?-1674.",Printed by A Maxwell,London,"Conduct of life. -- Mind and body. -- Knowledge, Theory of. -- Judgment. -- Virtue. -- Good and evil.",1671
A59994,"The true impartial history and wars of the Kingdom of Ireland its situation, division into provinces; shires &c., its ancient inhabitants, manners, customs and the state it was in at its being first invaded and conquer'd by the English in the reign of K. Henry II : with the several revolts and rebellions of the natives and by what means they have been reduced to obedience in the reign of our several kings and queens : but most particularly relating to all the memorable skirmishes, battels, sieges ... since the grand revolution under the reign of Their Present Majesties K. William and Q. Mary ...","Shirley, James, 1596-1666.",Printed for Nicholas Boddington,London,Ireland --  History --  17th century.,1692
A52087,"A sermon preached at St. Margaretts in VVestminster on Sunday the sixt of February last, before many of the worthy members of the Honorable House of Commons in this present Parliament / by John Marston...","Marston, John, Master of Arts.",Printed by F L for Io Burroughs and Io Franke,London,"Bible. --  O.T. --  Joel II, 12-13 --  Sermons.",1642
A53044,"The description of a new world, called the blazing-world written by the thrice noble, illustrious, and excellent princesse, the Duchess of Newcastle.","Newcastle, William Cavendish, Duke of, 1592-1676.; Newcastle, Margaret Cavendish, Duchess of, 1624?-1674.",Printed by A Maxwell,London,"Voyages, Imaginary.",1668
A53072,"A declaration made by the Earle of New-Castle, Governour of the towne and county of New-Castle, and generall of all His Majesties forces raised in the northerne parts of this kingdome, for the defence of the same for his resolution of marching into Yorkshire : as also a just vindication of himselfe from that unjust aspersion laid upon him for eutertaining [sic] some popish recusants in his forces : with other passages of consequence.","Newcastle, William Cavendish, Duke of, 1592-1676.",Printed for W Webb,London,"Great Britain --  History --  Civil War, 1642-1649. -- Yorkshire (England) --  History, Military.",1643
A53060,"Playes written by the thrice noble, illustrious and excellent princess, the Lady Marchioness of Newcastle.","Newcastle, William Cavendish, Duke of, 1592-1676.; Newcastle, Margaret Cavendish, Duchess of, 1624?-1674.",Printed by A Warren for John Martyn James Allestry and Tho Dicas,London,No Keywords,1662
A59979,"The gentleman of Venice a tragi-comedie, presented at the private house in Salisbury Court by Her Majesties servants / written by James Shirley.","Shirley, James, 1596-1666.",Printed for Humphrey Moseley and are to be sold at his shop,London,No Keywords,1655
A53064,"CCXI sociable letters written by the thrice noble, illustrious, and excellent princess, the Lady Marchioness of Newcastle.","Newcastle, Margaret Cavendish, Duchess of, 1624?-1674.",Printed by William Wilson,London,No Keywords,1664
A57763,"The birth of Merlin, or, The childe hath found his father as it hath been several times acted with great applause / written by William Shakespear and William Rowley.","Rowley, William, 1585?-1642?; Shakespeare, William, 1564-1616.; Birmingham Shakespeare Library.",Printed by Tho Johnson for Francis Kirkman and Henry Marsh,London,No Keywords,1662
A59982,"Honoria and Mammon scene Metropolis or New-Troy : whereunto is added the Contention of Ajax and Ulysses for the armour of Achilles / written by James Shirley, Gent. ; as it was represented by young gentlemen of quality at a private entertainment of some persons of honour.","Shirley, James, 1596-1666.",Printed for John Crook and are to be sold at his shop,London,No Keywords,1659
A59990,"The politician, a tragedy written by James Shirley.","Shirley, James, 1596-1666.",Printed for Humphrey Moseley,London,English drama --  17th century.,1655
A58087,"The rat-trap, or, The Jesuites taken in their owne net &c. discovered in this yeare of jubilee or deliverance from the romish faction, 1641.","Heywood, Thomas, d. 1641.",s n,London,"Jesuits --  England. -- Great Britain --  History --  Charles I, 1625-1649.",1641
A50796,"The Spanish gipsie as it was acted (with great applause) at the Privat House in Drury-Lane, and Salisbury Court / written by Thomas Midleton, and William Rowley, Gent.","Rowley, William, 1585?-1642?; Middleton, Thomas, d. 1627.",Printed by I G for Richard Marriot,London,No Keywords,1653
A53074,"A new method, and extraordinary invention, to dress horses, and work them according to nature as also, to perfect nature by the subtility of art, which was never found out, but by ... William Cavendishe ...","Newcastle, William Cavendish, Duke of, 1592-1676.",Printed by Tho Milbourn,London,Horses --  Grooming. -- Horsemanship --  Early works to 1800.,1667
A50801,"A declaration published by Sir Thomas Middleton, Knight, Serjeant-Major-Generall, and Vice-Admirall for the sixe counties of North-Wales setting forth the illegallity and incongruity of a pernicious oath and protestation, imposed upon many peaceable subjects within the said counties (who to avoid plundering or imprisonment) were inforced to take the same : whereby the imposers of the said oath endeavour under the paine of perjury, to make the people to renounce their owne just liberties, and the benefit and protection of the knowne lawes, and to submit to a tyranicall, arbitrary, and slavish government, excerised by the commissioners of array : and likewise, setting forth the use and intentions of the forces raised for the service of the King and Parliament, under the command of the said Sir Thomas Middleton the benefit that the country shall receive by their protection, and what they are to expect that contemne their power.","Middleton, Thomas, Sir, 1586-1666.",Printed for Jo Thomas,London,"Oaths --  Wales. -- Commissions of array --  England. -- Great Britain --  History --  Civil War, 1642-1649.",1644
A59992,"Six new playes ... the five first were acted at the private house in Black Fryers with great applause, the last was never acted / all written by James Shirley.","Marshall, William, fl. 1617-1650.; Shirley, James, 1596-1666.",Printed for Humphrey Robinson and Humphrey Moseley,London,No Keywords,1653
A53042,"De vita et rebus gestis nobilissimi illustrissimique principis, Guilielmi ducis Novo-Castrensis, commentarii ab excellentissima principe, Margareta, ipsius uxore sanctissima conscripti ; et ex Anglico in Latinum conversi.","Newcastle, Margaret Cavendish, Duchess of, 1624?-1674.",Excudebat T M,Londini,"Newcastle, William Cavendish, --  Duke of, 1592-1676.",1668
A43598,"The life of Merlin, sirnamed Ambrosius his prophesies and predictions interpreted, and their truth made good by our English Annalls : being a chronographicall history of all the kings, and memorable passages of this kingdome, from Brute to the reigne of our royall soveraigne King Charles ...","Heywood, Thomas, d. 1641.",Printed by J Okes and are to be sold by Jasper Emery,London,Merlin (Legendary character). -- Great Britain --  History.,1641
A43605,"Reader, here you'l plainly see iudgement perverted by these three, a priest, a judge, a patentee written by Thomas Heywood.","Heywood, Thomas, d. 1641.",s n,London,"Great Britain --  History --  Charles I, 1625-1649 --  Poetry.",1641
A41993,"A most pleasant comedy of Mucedorus the kings son of Valentia, and Amadine the kings daughter of Aragon with the merry conceits of Mouse : amplified with new additions, as it was acted before the Kings Majesty at Whitehall, on Shrove Sunday night by His Highness servants usually playing at the Globe.","Shakespeare, William, 1564-1616.; Greene, Robert, 1558?-1592.",Printed for Francis Coles,London,No Keywords,1650
A43596,"The generall history of vvomen containing the lives of the most holy and prophane, the most famous and infamous in all ages, exactly described not only from poeticall fictions, but from the most ancient, modern, and admired historians, to our times / by T.H., Gent.","Heywood, Thomas, d. 1641.",Printed by W H for W H,London,Women --  Biography.,1657
A46229,"A Strange banquet, or, The Devils entertainment by Cook Laurel at the Peak in Devonshire with a true relation of the severall dishes : the tune is, Cook Laurel.","Jonson, Ben, 1573?-1637.",Printed for F Coles,London,"Ballads, English --  17th century. -- Broadsides --  England --  London --  17th century.",1678
A43595,"Fortune by land and sea a tragi-comedy, as it was acted with great applause by the Queens servants / written by Tho. Haywood and William Rowly.","Rowley, William, 1585?-1642?; Heywood, Thomas, d. 1641.",Printed for John Sweeting and Robert Pollard,London,No Keywords,1655
A43597,Hogs caracter of a projector wherein is disciphered the manner and shape of that vermine : with some other witty conceits unhappily falling out in these distracted times in the kingdom of England and Ireland : and,"Heywood, Thomas, d. 1641. Machiavel.; Heywood, Thomas, d. 1641.",Printed for G Tomlinson,London,"Pigges corantoe, or Nevves from the North.",1642
A46230,"The widdow a comedie, as it was acted at the private house in Black-Fryers, with great applause, by His late Majesties servants / written by Ben. Johnson, John Fletcher, Tho. Middleton, Gent. ...","Fletcher, John, 1579-1625.; Jonson, Ben, 1573?-1637.; Middleton, Thomas, d. 1627.",Printed for Humphrey Moseley and are to be sold at his shop,London,No Keywords,1652
A43604,"A Preparative to studie, or, The vertue of sack","Brathwaite, Richard, 1588?-1673.; Beaumont, Francis, 1584-1616.; Heywood, Thomas, d. 1641.; Edwards, Henry, 17th cent.; Taylor, John, 1580-1653.",s n,London,Drinking of alcoholic beverages --  England --  Early works to 1800. -- London (England) --  Social life and customs --  17th century.,1641
A43602,"Machiavels ghost, as he lately appeared to his deare sons, the moderne projectors divulged for the pretended good of the kingdomes of England, Scotland, and Ireland.","Heywood, Thomas, d. 1641.",Printed by J O for Francis Constable and are to be sold at his shop,London,No Keywords,1641
A43591,"The famous and remarkable history of Sir Richard Whittington three times Lord Major of London, who lived in the time of King Henry the Fift, in the year 1419 : with all the remarkable passages and things of note which hapned [sic] in his time, with his life and death / written by T.H.","Heywood, Thomas, d. 1641.",Printed by W Wilson and are to be sold by Frances Coles,London,"Whittington, Richard, d. 1423. -- Folklore --  England.",1656
A46228,"The divell is an asse a comedie acted in the yeare 1616, by His Majesties servants / the author, Ben. Iohnson.","Jonson, Ben, 1573?-1637.",s n,Imprinted at London,No Keywords,1641
A06343,"Phylaster, or, Loue lyes a bleeding acted at the Globe by His Maiesties seruants / written by [brace] Francis Baymont and Iohn Fletcher ...","Fletcher, John, 1579-1625.; Beaumont, Francis, 1584-1616.",For Thomas Walkley and are to be sold at his shop at the Eagle and Child in Brittaines Bursse,Printed at London,No Keywords,1620
A03229,"Londini emporia, or Londons mercatura Exprest in sundry triumphs, pageants and showes, at the inauguration of the Right Honorable Ralph Freeman into the Maiorty of the famous and farre renowned citty London. All the charge and expence of the laborious proiects, both by water and land, being the sole vndertaking of the Right Worshipfull Company of the Cloath-Workers, written by Thomas Heyvvood.","Heywood, Thomas, d. 1641.",By Nicholas Okes,Printed at London,"Freeman, Ralph, d. 1634.",1633
A03405,"Histrio-mastix· Or, The player vvhipt","Marston, John, 1575?-1634.",Printed by George Eld for Th Thorp,London,No Keywords,1610
A02132,"A maidens dreame vpon the death of the Right Honorable Sir Christopher Hatton knight, late Lord Chancelor of England / by Robert Green ...","Greene, Robert, 1558?-1592.",By Thomas Scarlet for Thomas Nelson,Imprinted at London,"Hatton, Christopher, --  Sir, 1540-1591 --  Poetry.",1591
A02151,"The pleasant historie of Dorastus and Fawnia VVherein is discovered, that although by the meanes of sinister fortune, truth may be concealed; yet by time, in spight of fortune, it is manifestly revealed. ... By Robert Greene, Master of Arts in Cambridge.","Greene, Robert, 1558?-1592.",Printed by Elizabeth Purslowe for Francis Faulkner and are to be sold at his shop in Southwarke neere Saint Margarets Hill,London,No Keywords,1636
A02120,"Greenes Orpharion VVherin is discouered a musicall concorde of pleasant histories, many sweet moodes graced vvith such harmonius discords, as agreeing in a delightfull closse, they sound both pleasure and profit to the eare. Heerein also as in a diateheron, the branches of vertue, ascending and descending by degrees: are covnited in the glorious praise of women-kind. VVith diuers tragicall and comicall histories presented by Orpheus and Arion, beeing as full of profit as of pleasure. Robertus Greene, in Artibus Magister.","Greene, Robert, 1558?-1592.",Printed by J Roberts for Edward VVhite dwelling at the little north doore of S Paules Church at the signe of the Gun,At London,No Keywords,1599
A02143,"Pandosto the triumph of time. VVherein is discouered by a pleasant historie, that although by the meanes of sinister fortune truth may be concealed, yet by time in spight of fortune it is most manifestlie reuealed. Pleasant for age to auoyde drowsie thoughtes, profitable for youth to eschue other wanton pastimes, and bringing to both a desired content. Temporis filia veritas. By Robert Greene Maister of Artes in Cambridge.","Greene, Robert, 1558?-1592.",By Thomas Orwin for Thomas Cadman dwelling at the signe of the Bible neere vnto the north doore of Paules,Imprinted at London,"Shakespeare, William, 1564-1616. --  Winter's Tale --  Sources --  Early works to 1800.",1588
A03192,A curtaine lecture as it is read by a countrey farmers wife to her good man. By a countrey gentlewoman or lady to her esquire or knight. By a souldiers wife to her captain or lievtenant. By a citizens or tradesmans wife to her husband. By a court lady to her lord. Concluding with an imitable lecture read by a queene to her soveraigne lord and king.,"Heywood, Thomas, d. 1641.",Printed by Robert Young for Iohn Aston,London,Marriage --  Early works to 1800.,1637
A03258,"The late Lancashire vvitches A well received comedy, lately acted at the Globe on the Banke-side, by the Kings Majesties Actors. Written, by Thom. Heyvvood, and Richard Broome.","Heywood, Thomas, d. 1641.; Brome, Richard, d. 1652? aut",Printed by Thomas Harper for Benjamin Fisher and are to be sold at his shop at the signe of the Talbot without Aldersgate,London,No Keywords,1634
A02079,"The blacke bookes messenger Laying open the life and death of Ned Browne one of the most notable cutpurses, crosbiters, and conny-catchers, that euer liued in England. Heerein hee telleth verie pleasantly in his owne person such strange prancks and monstrous villanies by him and his consorte performed, as the like was yet neuer heard of in any of the former bookes of conny-catching. By R.G.","Greene, Robert, 1558?-1592.",By Iohn Danter for Thomas Nelson dwelling in Siluer streete neere to the signe of the Red Crosse,Printed at London,"Browne, Ned --  Early works to 1800. -- Crime --  England --  London --  Early works to 1800. -- Criminals --  England --  London --  Early works to 1800. -- London (England) --  Social life and customs --  Early works to 1800.",1592
A07083,The vvonder of vvomen or The tragedie of Sophonisba as it hath beene sundry times acted at the Blacke Friers. Written by Iohn Marston.,"Marston, John, 1575?-1634.",Printed by Iohn Windet and are to be sold by W Cotton neere Ludgate,London,No Keywords,1606
A06703,Micro-cynicon. Sixe snarling satyres Insatiat Cron. Prodigall Zodon. Insolent Superbia. Cheating Droone. Ingling Pyander. Wise Innocent.,"Middleton, Thomas, d. 1627, attributed name.",By Thomas Creede for Thomas Bushell and are to be sold at his shop at the north doore of Paules Church,Imprinted at London,No Keywords,1599
A07518,"The triumphs of truth A solemnity vnparalleled for cost, art, and magnificence, at the confirmation and establishment of that worthy and true nobly-minded gentleman, Sir Thomas Middleton, knight, in the honorable office of his Maiesties lieuetenant, the lord maior of the thrice famous citty of London. Taking beginning at his Lord-ships going, and proceeding after his returne from receiuing the oath of maioralty at Westminster, on the morrow next after Simon and Iudes day, October 29. 1613. All the showes, pageants, chariots; morning, noone, and night-triumphes. Directed, written, and redeem'd into forme, from the ignorance of some former times, and their common writer, by Thomas Middleton.","Middleton, Thomas, d. 1627.",Printed by Nicholas Okes dwelling at the signe of the Hand neere Holbourne Bridge,London,"Middleton, Thomas, --  Sir, 1550-1631 --  Early works to 1800.",1613
A03201,"The fair maid of the vvest. Or, A girle worth gold. The first part. As it was lately acted before the King and Queen, with approved liking. By the Queens Majesties Comedians. Written by T.H.","Heywood, Thomas, d. 1641.",Printed by Miles Flesher for Richard Royston and are to be sold at his shop in Ivie Lane,London,No Keywords,1631
A02141,"The second part of conny-catching Contayning the discouery of certaine wondrous coosenages, either superficiallie past ouer, or vtterlie vntoucht in the first. ... R.G.","Greene, Robert, 1558?-1592. Notable discovery of coosenage.; Greene, Robert, 1558?-1592.",Printed by Iohn Wolfe for William Wright and are to be sold at his shop in Pauls Church yard neare to the French schoole,London,Crime --  England --  Early works to 1800. -- Criminals --  England --  Early works to 1800. -- London (England) --  Social life and customs --  16th century --  Early works to 1800.,1591
A03190,"A challenge for beautie· as it hath beene sundry times acted, by the Kings Majesties Servants: at the Blacke-friers, and at the Globe on the Banke-side. Written by Thomas Heywood.","Heywood, Thomas, d. 1641.",Printed by R Raworth and are to bee sold by Iames Becket at his shop in the Inner Temple Gate,London,No Keywords,1636
A03239,"Philocothonista, or, The drunkard, opened, dissected, and anatomized","Heywood, Thomas, d. 1641.",Printed by Robert Raworth and are to be sold at his house neere the White Hart Taverne in Smithfield,London,Alcoholics --  Early works to 1800.,1635
A02122,"Gvvydonius The carde of fancie wherein the folly of those carpet knights is decyphered, which guyding their course by the compasse of Cupid, either dash their ship against most daungerous rocks, or els attaine the hauen with paine and perill. Wherein also is described in the person of Gwydonius, a cruell combat betvveene nature and necessitie. By Robert Greene Master of Arte, in Cambridge.","Greene, Robert, 1558?-1592.; Labé, Louise, 1526?-1566. Debat de folie et d'amour.",Imprinted by T East for VVilliam Posonby,At London,No Keywords,1584
A03244,"The rape of Lucrece a true Roman tragedie. With the seuerall songes in their apt places, by Valerius, the merrie lord amongst the Roman peeres. Acted by her Majesties Seruants at the Red-Bull, neere Clarken-well. Written by Thomas Heywood.","Heywood, Thomas, d. 1641.",Printed by E Allde for I B usby and are to be solde by Nathaniel Butter in Paules Church yard at the signe of the Pide Bull,London,No Keywords,1608
A02053,Nevves from Graues-end sent to nobody.,"Dekker, Thomas, ca. 1572-1632.",Printed by T homas C reede for Thomas Archer and are to be solde at the long Shop vnder S Mildreds Church in the Poultry,London,Plague --  England --  Poetry --  Early works to 1800. -- Plague --  England --  Early works to 1800.,1604
A03235,"Loves maistresse: or, The Queens masque As it was three times presented before their two Excellent Maiesties, within the space of eight dayes; in the presence of sundry forraigne ambassadors. Publikely acted by the Queens Comœdians, at the Phœnix in Drury-Lane. Written by Thomas Heywood.","Heywood, Thomas, d. 1641.",Printed by Robert Raworth for Iohn Crowch and are to bee sold by Iasper Emery at the signe of the Eagle and Child in Pauls Church yard,London,No Keywords,1636
A02153,"Perimedes the blacke-smith a golden methode, how to vse the minde in pleasant and profitable exercise: wherein is contained speciall principles fit for the highest to imitate, and the meanest to put in practise, how best to spend the wearie winters nights, or the longest summers euenings, in honest and delightfull recreation: wherein we may learne to auoide idlenesse and wanton scurrilitie, vvhich diuers appoint as the end of their pastimes. Heerein are interlaced three merrie and necessarie discourses fit for our time: with certaine pleasant histories and tragicall tales, which may breed delight to all, and offence to none.","Greene, Robert, 1558?-1592.",Printed by Iohn VVolfe for Edward White,London,No Keywords,1588
A03248,"The royall king, and the loyall subject As it hath beene acted with great applause by the Queenes Maiesties Servants. Written by Thomas Heywood.","Heywood, Thomas, d. 1641.; Bandello, Matteo, 1485-1561. Novelle. Part 1. Novella 2.",Printed by Nich and Iohn Okes for Iames Becket and are to be sold at his shop at the inner Temple neare the Gate,London,No Keywords,1637
A03256,A woman kilde with kindnesse. Written by Tho. Heywood,"Heywood, Thomas, d. 1641.",Printed by William Iaggard dwelling in Barbican and are to be sold in Pauls Church yard by Iohn Hodges,London,No Keywords,1607
A03203,"A funerall elegie vpon the death of the late most hopefull and illustrious prince, Henry, Prince of Wales / vvritten by Thomas Heyvvood.","Heywood, Thomas, d. 1641.",Printed for William Welbie dwelling in Pauls Churchyard at the signe of the Swan,London,"Henry Frederick, --  Prince of Wales, 1594-1612 --  Poetry.",1613
A07504,"A mad vvorld, my masters As it hath bin lately in action by the Children of Paules. Composed by T.M.","Middleton, Thomas, d. 1627.",Printed by H enry B allard for Walter Burre and are to be sold in Paules Church yard at the signe of the Crane,London,No Keywords,1608
A06150,"The masque of the Inner Temple and Grayes Inne Grayes Inne and the Inner Temple, presented before his Maiestie, the Queenes Maiestie, the Prince, Count Palatine and the Lady Elizabeth their Highnesses, in the Banquetting house at White-hall on Saturday the twentieth day of Februarie, 1612.","Beaumont, Francis, 1584-1616.",Imprinted by F elix K ingston for George Norton and are to be sold at his shoppe neere Temple bar,At London,Masques --  Early works to 1800.,1613
A07081,VVhat you vvill. By Iohn Marston,"Marston, John, 1575?-1634.",By G Eld for Thomas Thorppe,Imprinted at London,No Keywords,1607
A02077,"The history of Arbasto King of Denmarke Describing the anatomy of fortune, his loue to faire Doralicia. Wherein gentlemen may finde pleasant conceits to purge melancholy, and perfect counsell to preuent mis-fortune. By Robert Green, Master of Art. Wherevnto is added a louely poem of Pyramus and Thisbe.","Greene, Robert, 1558?-1592.; Gale, Dunstan. Pyramus and Thisbe. aut",Printed by I B eale for Roger Iackson and are to be sold at his shop neere Fleet Conduit,London,No Keywords,1617
A07516,"The triumphs of integrity A noble solemnity, performed through the city, at the sole cost and charges of the Honorable Fraternity of Drapers, at the confirmation and establishment of their most worthy brother, the Right Honorable, Martin Lumley, in the high office of his Maiesties Lieutenant, Lord Maior and Chancellor of the famous City of London. Taking beginning at his Lordships going, and perfecting it selfe after his returne from receiuing the oath of maioralty at Westminster, on the morrow after Simon and Iudes Day, being the 29. of October. 1623. By Tho. Middleton Gent.","Middleton, Thomas, d. 1627.",Printed by Nicholas Okes dwelling in Foster lane,London,"[Lumley, Martin, --  Lord Mayor of London].",1623
A08517,Nevves sent to the Ladie Princesse of Orenge. Translated out of French into English by I.E.,"Eliot, John, attributed name.",Printed by Iohn VVolfe,London,"Lesdiguiéres, François de Bonne, --  duc de, 1543-1626 --  Early works to 1800. -- Louise de Coligny, --  Princess, consort of William I, Prince of Orange, 1555-1620 --  Early works to 1800. -- France --  History --  Wars of the Huguenots, 1562-1598 --  Sources.",1589
A04647,Euery man in his humor As it hath beene sundry times publickly acted by the right Honorable the Lord Chamberlaine his seruants. Written by Ben. Iohnson.,"Jonson, Ben, 1573?-1637.",By S Stafford for Walter Burre and are to be sould at his shoppe in Paules Church yarde,Imprinted at London,No Keywords,1601
A04636,The alchemist. VVritten by Ben. Ionson,"Jonson, Ben, 1573?-1637.",Printed by Thomas Snodham for Walter Burre and are to be sold by Iohn Stepneth at the west end of Paules,London,No Keywords,1612
A04655,"Loues triumph through Callipolis Performed in a masque at court 1630. By his Maiestie with the lords, and gentlemen assisting. The inuentors. Ben. Ionson. Inigo Iones.","Jonson, Ben, 1573?-1637.; Jones, Inigo, 1573-1652.",Printed by I ohn N orton for Thomas Walkley and are to be sold at his shop at the signe of the Eagle and Child in Brittains burse,London,Masques --  Early works to 1800.,1631
A07498,A game at chæss as it was acted nine dayes to gether at the Globe on the banks side.,"Middleton, Thomas, d. 1627.",S n,London,No Keywords,1625
A07494,"Ciuitatis amor. = The cities loue An entertainment by water, at Chelsey, and White-hall. At the ioyfull receiuing of that illustrious hope of Great Britaine, the high and mighty Charles, to bee created Prince of Wales, Duke of Cornewall, Earle of Chester, &c. Together with the ample order and solemnity of his Highnesse creation, as it was celebrated in his Maiesties palace of White-hall on Monday, the fourth of Nouember. 1616. As also the ceremonies of that ancient and honourable Order of the Knights of the Bath; and all the triumphs showne in honour of his royall creation.","Middleton, Thomas, d. 1627.",Printed by Nicholas Okes for Thomas Archer and are to be sold at his shop in Popes head Pallace,London,"Charles --  I, --  King of England, 1600-1649. -- Order of the Bath --  Early works to 1800.",1616
